id,name,link,image
152,Maharaja Military Canteen - Donne Biryani,https://www.zomato.com/bangalore/maharaja-military-canteen-donne-biryani-rt-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/4/19500334/dabdb5d8714840a861e71662888ef2f3_o2_featured_v2.jpg
153,Boba Bhai,https://www.zomato.com/bangalore/boba-bhai-koramangala-7th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/5/20620785/8632d9e94e2a37f53eff9055520f3841_o2_featured_v2.jpg
154,Vaigai Vilas,https://www.zomato.com/bangalore/vaigai-vilas-btm-bangalore/order,https://b.zmtcdn.com/data/pictures/3/19367423/afa18410b8983ee05bddba31657abf29_o2_featured_v2.jpg
155,Asha Sweet Center - Since 1951,https://www.zomato.com/bangalore/asha-sweet-center-since-1951-shanti-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/0/56290/4b73d8dbb52511998d95c5b5fb0ce946_o2_featured_v2.jpg
156,Thalassery Restaurant,https://www.zomato.com/bangalore/thalassery-restaurant-koramangala-5th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/5/20963405/ef8ebfd27de07101b1ea184c89f824f3_o2_featured_v2.jpg
157,Biriyani Zone,https://www.zomato.com/bangalore/biriyani-zone-thippasandra-bangalore/order,
158,Home Plate by EatFit,https://www.zomato.com/bangalore/home-plate-by-eatfit-koramangala-6th-block-bangalore/order,
159,Paratha Envy,https://www.zomato.com/bangalore/paratha-envy-koramangala-6th-block-bangalore/order,
160,Firangi Bake,https://www.zomato.com/bangalore/firangi-bake-1-shanti-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/1/19813421/3a632f0717147963d72926327cedf837_o2_featured_v2.jpg
161,Hotel Fanoos Since 1975,https://www.zomato.com/bangalore/hotel-fanoos-since-1975-richmond-road-bangalore/order,https://b.zmtcdn.com/data/pictures/3/51913/98b9dd378cdf47bdd236bae4ff2f39a9_o2_featured_v2.jpg
162,Absolute Shawarma,https://www.zomato.com/bangalore/absolute-shawarma-koramangala-5th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/5/18653095/90c9e6973263e5fb33933535204ee12a_o2_featured_v2.jpg
163,"Ovenfresh Pizzas, Cakes and Desserts",https://www.zomato.com/bangalore/ovenfresh-pizzas-cakes-and-desserts-indiranagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/4/20622984/9aae6916dfa8fba283df8bf8b28e4e87_o2_featured_v2.jpg
164,Biryani Trip - Destination Hyderabad,https://www.zomato.com/bangalore/biryani-trip-destination-hyderabad-seshadripuram-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/4/18854314/d37f2bfbcf15e43f180d92fa3136824f_o2_featured_v2.jpg
165,Rajajinagar Biriyani Hub,https://www.zomato.com/bangalore/rajajinagar-biriyani-hub-rajajinagar-bangalore/order,https://b.zmtcdn.com/data/pictures/0/20619030/60e121e2ce9dc2bbf92ff8e2458c772d_o2_featured_v2.jpg
166,Tasty Magic,https://www.zomato.com/bangalore/tasty-magic-btm/order,
167,Khan Saheb Grills and Rolls,https://www.zomato.com/bangalore/khan-saheb-grills-and-rolls-indiranagar/order,
168,Momo Zone - The Momo Company,https://www.zomato.com/bangalore/momo-zone-the-momo-company-vasanth-nagar-bangalore/order,
169,Hyderabadi Biryani Hub,https://www.zomato.com/bangalore/hyderabadi-biryani-hub-btm/order,https://b.zmtcdn.com/data/pictures/chains/8/61648/2f2622de5c2508fa79c08c474d98256a_o2_featured_v2.jpg
170,Kabab King Restaurant,https://www.zomato.com/bangalore/kabab-king-restaurant-1-banashankari-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/9/19200869/e3b4ba67b8f8c227c5178f241b9bb694_o2_featured_v2.jpg
171,Sabzi Aur Roti,https://www.zomato.com/bangalore/sabzi-aur-roti-rajajinagar-bangalore/order,https://b.zmtcdn.com/data/pictures/6/19605176/040a157c817bb088c559efca87d6510a_o2_featured_v2.jpg
172,Indiana Burgers,https://www.zomato.com/bangalore/indiana-burgers-vasanth-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/1/19832591/b41c23510c813f56565e3128d6cac49a_o2_featured_v2.jpg
173,Bake and Juice,https://www.zomato.com/bangalore/bake-and-juice-hosur-road-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/2/18785112/60291c54f8376e62445c992bdd5308dd_o2_featured_v2.jpg
174,Donne Biryani,https://www.zomato.com/bangalore/donne-biryani-rt-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/6/19870516/2b21bf4875057f91989ea1e4543b7712_o2_featured_v2.jpg
175,The Purple Pan,https://www.zomato.com/thepurplepan/order,https://b.zmtcdn.com/data/pictures/7/60707/4e7fba28cef56ac56e85284918ce06c4_o2_featured_v2.jpg
176,Le Arabia,https://www.zomato.com/bangalore/le-arabia-basaveshwara-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/0/18480520/6154a7284749b9bf1443eb3b431c09cb_o2_featured_v2.jpg
177,Prasuma Momo Kitchen,https://www.zomato.com/bangalore/prasuma-momo-kitchen-koramangala-7th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/2/20363102/43f9240f9cab346cf450424cd4e1d92c_o2_featured_v2.jpg
178,Madras Meal Company,https://www.zomato.com/bangalore/madras-meal-company-1-frazer-town-bangalore/order,https://b.zmtcdn.com/data/pictures/1/19852521/2fb42c4c025924d485a3963f55f05386_o2_featured_v2.jpg
179,WOW! China,https://www.zomato.com/bangalore/wow-china-btm-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/2/19527262/1987b9ddce50a04e3e59506b4f6a817a_o2_featured_v2.jpg
180,Southern Bhavan,https://www.zomato.com/bangalore/southern-bhavan-majestic-bangalore/order,https://b.zmtcdn.com/data/pictures/4/20637834/900264c0521d34dd52584b78d6b06327_o2_featured_v2.jpg
181,Karavali Fine Dine,https://www.zomato.com/bangalore/karavali-fine-dine-koramangala-7th-block-bangalore/order,
182,Keventers Ice Cream,https://www.zomato.com/bangalore/keventers-ice-cream-brigade-road-bangalore/order,
183,Theobroma,https://www.zomato.com/bangalore/theobroma-jayanagar-bangalore/order,
184,Auntie Fung's,https://www.zomato.com/bangalore/auntie-fungs-indiranagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/0/60340/8540a7bffb9ced7eb20f735d1794750d_o2_featured_v2.jpg
185,Ghee Tadka Khichdi,https://www.zomato.com/bangalore/ghee-tadka-khichdi-seshadripuram-bangalore/order,https://b.zmtcdn.com/data/pictures/1/20194611/d0485412de1379114fd2e06bbd6a6605_o2_featured_v2.jpg
186,Kuttanad Restaurant,https://www.zomato.com/bangalore/kuttanad-restaurant-koramangala-5th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/7/20951957/083276c163d45672ed6af5e6fd2a76de_o2_featured_v2.jpg
187,Magnolia Bakery,https://www.zomato.com/bangalore/magnolia-bakery-indiranagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/6/19257266/c2c3d57192b7825a6602c3fdbc5a4847_o2_featured_v2.jpg
188,Marwadi Chaat Tiffin Services,https://www.zomato.com/bangalore/marwadi-chaat-tiffin-services-btm-bangalore/order,https://b.zmtcdn.com/data/pictures/1/19154871/1e553eeaf82b2d9e6ce0889446145288_o2_featured_v2.jpg
189,Main Lassi Shop,https://www.zomato.com/bangalore/main-lassi-shop-shivajinagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/2/18852872/e6889489cc00aeb725c35c05e7875599_o2_featured_v2.jpg
190,Burger Hub,https://www.zomato.com/bangalore/burger-hub-rajajinagar-bangalore/order,
191,Texas Burgers,https://www.zomato.com/bangalore/texas-burgers-thippasandra-bangalore/order,
192,Chopstick,https://www.zomato.com/bangalore/chopstick-rt-nagar-bangalore/order,
193,Saravana Bhavan Hotel,https://www.zomato.com/bangalore/saravana-bhavan-hotel-koramangala-8th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/0/19949200/abad9e54e4b2e38b3c14b21f9c4a5896_o2_featured_v2.jpg
194,Namo Andhra - Pure Veg,https://www.zomato.com/bangalore/namo-andhra-pure-veg-koramangala-6th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/7/20794717/0c37e22008923447ca9c39723c89686e_o2_featured_v2.jpg
195,Mr. Chef Shawarma,https://www.zomato.com/bangalore/mr-chef-shawarma-rt-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/4/19548904/e134bebf2da13983957f965050390637_o2_featured_v2.jpg
196,Sundae Everyday Ice Creams,https://www.zomato.com/bangalore/sundae-everyday-ice-creams-vasanth-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/2/19832442/f1531589b04c5478bd5ca35f17905257_o2_featured_v2.jpg
197,Om Meal And Paratha Junction,https://www.zomato.com/bangalore/om-meal-and-paratha-junction-domlur-bangalore/order,https://b.zmtcdn.com/data/pictures/2/20334152/3a83c3d3fc46dd7c27866c38148ed83f_o2_featured_v2.jpg
198,Malabar Food Cafe,https://www.zomato.com/bangalore/malabar-food-cafe-btm-bangalore/order,https://b.zmtcdn.com/data/pictures/3/20273273/a14287cb4a571528246b32ba8b014ded_o2_featured_v2.jpg
199,XO Belgian Waffle,https://www.zomato.com/bangalore/xo-belgian-waffle-koramangala-5th-block/order,https://b.zmtcdn.com/data/pictures/chains/8/18612348/12e91499e1798d88c595842f7f3230c2_o2_featured_v2.jpg
200,Zomoz - The Momo Company,https://www.zomato.com/bangalore/zomoz-the-momo-company-koramangala-3rd-block-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/6/19466396/bd4963291693aa042930cdbcccc37033_o2_featured_v2.jpg
201,Burger@69,https://www.zomato.com/bangalore/burger@69-rajajinagar-bangalore/order,https://b.zmtcdn.com/data/pictures/6/20518346/f96313e9985754995d250754f8622250_o2_featured_v2.jpg
202,Tasty Restaurant,https://www.zomato.com/bangalore/tasty-restaurant-3-btm-bangalore/order,https://b.zmtcdn.com/data/pictures/2/19982822/01f0267ae0a5a8939caa4b8d2f278e9e_o2_featured_v2.jpg
203,Castle Restaurant,https://www.zomato.com/bangalore/castle-restaurant-btm-bangalore/order,https://b.zmtcdn.com/data/pictures/7/19821357/1774e1070ec4fbe15ae61e490e01dca9_o2_featured_v2.jpg
204,Litti Twist,https://www.zomato.com/bangalore/litti-twist-btm/order,https://b.zmtcdn.com/data/pictures/1/58871/3ae343d3dfe16819176c285b6c5ec3e9_o2_featured_v2.jpg
205,Ambur Dum Biryani,https://www.zomato.com/bangalore/ambur-dum-biryani-indiranagar-bangalore/order,
206,Rolls And Chicken Combos,https://www.zomato.com/bangalore/rolls-and-chicken-combos-shanti-nagar-bangalore/order,
207,ITC Sunfeast Baked Creations,https://www.zomato.com/bangalore/itc-sunfeast-baked-creations-commercial-street-bangalore/order,
208,Lakeview Milkbar — Since 1930,https://www.zomato.com/bangalore/lakeview-milkbar-since-1930-mg-road-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/9/53059/b4be86754aaa3289d62b3fffae46b5be_o2_featured_v2.jpg
209,Sreeraj Lassi Bar - Since 1973,https://www.zomato.com/bangalore/sreeraj-lassi-bar-since-1973-hbr-layout-bangalore/order,https://b.zmtcdn.com/data/pictures/7/20396227/d4403f7e2cdad1d98318b072c345755f_o2_featured_v2.jpg
210,Kouzina Kafe - The Food Court,https://www.zomato.com/bangalore/kouzina-kafe-the-food-court-vasanth-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/6/19714736/08e3bb0d84f28d05396ca6346e6a2b5f_o2_featured_v2.jpg
211,Shetty Lunch Home,https://www.zomato.com/bangalore/shetty-lunch-home-rt-nagar/order,https://b.zmtcdn.com/data/pictures/chains/8/53288/d14e8439aa21bebeb5e4ac944dd885f0_o2_featured_v2.jpg
212,Singh Da Punjabi Dhaba,https://www.zomato.com/bangalore/singh-da-punjabi-dhaba-koramangala-7th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/3/19486193/a876302cc360f74b8b4e4195528e484c_o2_featured_v2.jpg
213,Mallu Family Restaurant,https://www.zomato.com/bangalore/mallu-family-restaurant-btm-bangalore/order,https://b.zmtcdn.com/data/pictures/5/19625755/c96044fa62103d40ef063f4f246fa015_o2_featured_v2.jpg
214,Kerala Mess,https://www.zomato.com/bangalore/kerala-mess-indiranagar-bangalore/order,
215,Karama Restaurant,https://www.zomato.com/bangalore/karama-restaurant-frazer-town/order,
216,The Cake Fancy,https://www.zomato.com/bangalore/the-cake-fancy-basavanagudi-bangalore/order,
217,The Handi Crust,https://www.zomato.com/bangalore/the-handi-crust-ulsoor-bangalore/order,
218,Sri Punjabi Dhaba,https://www.zomato.com/bangalore/sri-punjabi-dhaba-1-btm-bangalore/order,
219,Kunafa World,https://www.zomato.com/bangalore/kunafa-world-frazer-town-bangalore/order,
220,Captain Olive,https://www.zomato.com/bangalore/captain-olive-btm-bangalore/order,
221,Madno - House of Sundaes,https://www.zomato.com/bangalore/madno-house-of-sundaes-brigade-road-bangalore/order,
222,Sai Cafe Veg,https://www.zomato.com/bangalore/sai-cafe-veg-malleshwaram-bangalore/order,
223,North Indian Food,https://www.zomato.com/bangalore/north-indian-food-1-rajajinagar-bangalore/order,
224,Pondy Bistro,https://www.zomato.com/bangalore/pondy-bistro-1-btm-bangalore/order,
225,Sabzi Aur Roti,https://www.zomato.com/bangalore/sabzi-aur-roti-btm-bangalore/order,
226,Biryani Canteen,https://www.zomato.com/bangalore/biryani-canteen-rajajinagar-bangalore/order,
227,The Grand Hyderabad Biryani Restaurant,https://www.zomato.com/bangalore/the-grand-hyderabad-biryani-restaurant-frazer-town-bangalore/order,
228,Swad Punjab Da,https://www.zomato.com/bangalore/swad-punjab-da-btm/order,
229,Beyond The Crust - BTC,https://www.zomato.com/bangalore/beyond-the-crust-btc-koramangala-2nd-block-bangalore/order,
230,Rosie's Wok,https://www.zomato.com/bangalore/rosies-wok-koramangala-2nd-block-bangalore/order,
231,Rajasthani Dhaba,https://www.zomato.com/bangalore/rajasthani-dhaba-shanti-nagar-bangalore/order,
232,Cheesecake & Co.,https://www.zomato.com/bangalore/cheesecake-co-koramangala-8th-block-bangalore/order,
233,Malabar Cafe,https://www.zomato.com/bangalore/malabar-cafe-koramangala-7th-block-bangalore/order,
234,Fiero! Pizzeria,https://www.zomato.com/bangalore/fiero-pizzeria-koramangala-6th-block-bangalore/order,
235,Roti Walaa,https://www.zomato.com/bangalore/roti-walaa-koramangala-5th-block-bangalore/order,
236,Hyderabad Biryani Hotel,https://www.zomato.com/bangalore/hyderabad-biryani-hotel-malleshwaram-bangalore/order,
237,Aubree,https://www.zomato.com/bangalore/aubree-mg-road-bangalore/order,
238,The Happy Panda,https://www.zomato.com/bangalore/the-happy-panda-btm-bangalore/order,
239,GetAWay - Ice Creams & Desserts,https://www.zomato.com/bangalore/getaway-ice-creams-desserts-richmond-road-bangalore/order,
240,Shavarma King Grill,https://www.zomato.com/bangalore/shavarma-king-grill-richmond-road-bangalore/order,
241,Karavali Family Restaurant,https://www.zomato.com/bangalore/karavali-family-restaurant-brigade-road-bangalore/order,
242,Oru Vadakkan Cafe,https://www.zomato.com/bangalore/oru-vadakkan-cafe-koramangala-5th-block-bangalore/order,
243,Burgerama,https://www.zomato.com/bangalore/burgerama-indiranagar-bangalore/order,
244,Third Wave Coffee,https://www.zomato.com/bangalore/third-wave-coffee-1-lavelle-road-bangalore/order,
245,Mad Over Donuts,https://www.zomato.com/bangalore/mad-over-donuts-basavanagudi-bangalore/order,
246,Ultimate Punjabi,https://www.zomato.com/bangalore/ultimate-punjabi-btm-bangalore/order,
247,Richie Rich,https://www.zomato.com/bangalore/richie-rich-race-course-road-bangalore/order,
248,Nomad Pizza - Traveller Series,https://www.zomato.com/bangalore/nomad-pizza-traveller-series-1-indiranagar-bangalore/order,
249,Bombay Kulfi,https://www.zomato.com/bangalore/bombay-kulfi-koramangala-6th-block-bangalore/order,
250,Nando's,https://www.zomato.com/bangalore/nandos-brigade-road-bangalore/order,
251,Chole Bhature And Parathas,https://www.zomato.com/bangalore/chole-bhature-and-parathas-rajajinagar-bangalore/order,
252,Giani,https://www.zomato.com/bangalore/giani-koramangala-5th-block-bangalore/order,
253,The Brooklyn Creamery - Healthy Ice Cream,https://www.zomato.com/bangalore/the-brooklyn-creamery-healthy-ice-cream-koramangala-5th-block-bangalore/order,
254,Burger Seigneur,https://www.zomato.com/bangalore/burger-seigneur-church-street-bangalore/order,
255,Temperature Juice Bar,https://www.zomato.com/bangalore/temperature-juice-bar-btm-bangalore/order,
256,Hotel Moonlight,https://www.zomato.com/bangalore/hotel-moonlight-1-malleshwaram/order,
257,Namo Andhra - Pure Veg,https://www.zomato.com/bangalore/namo-andhra-pure-veg-btm-bangalore/order,
258,Bob's Bar,https://www.zomato.com/bangalore/bobs-bar-koramangala-7th-block-bangalore/order,
259,Ghee and Turmeric,https://www.zomato.com/bangalore/ghee-and-turmeric-indiranagar-bangalore/order,
260,The Crispy Burger Hub,https://www.zomato.com/bangalore/the-crispy-burger-hub-rajajinagar-bangalore/order,
261,Faasos Signature Wraps and Rolls,https://www.zomato.com/bangalore/faasos-signature-wraps-and-rolls-shanti-nagar-bangalore/order,
262,The Fritter Company,https://www.zomato.com/bangalore/the-fritter-company-btm-bangalore/order,
263,Wow Dum Biryani,https://www.zomato.com/bangalore/wow-dum-biryani-btm-bangalore/order,
264,Madurai Parotta House,https://www.zomato.com/bangalore/madurai-parotta-house-btm-bangalore/order,
265,Punjabi Swag,https://www.zomato.com/bangalore/punjabi-swag-btm/order,
266,Burger It Up,https://www.zomato.com/bangalore/burger-it-up-vasanth-nagar-bangalore/order,
267,Savitha Family Restaurant,https://www.zomato.com/bangalore/savitha-family-restaurant-koramangala-4th-block/order,
268,Taj Hotel,https://www.zomato.com/bangalore/taj-hotel-shivajinagar/order,
269,Skyline Pizza & Burger Cafe,https://www.zomato.com/bangalore/skyline-pizza-burger-cafe-rajajinagar-bangalore/order,
270,A N Food Corner,https://www.zomato.com/bangalore/a-n-food-corner-rajajinagar-bangalore/order,
271,China Town,https://www.zomato.com/bangalore/china-town-rt-nagar-bangalore/order,
272,Cafe Coffee Day,https://www.zomato.com/bangalore/cafe-coffee-day-vasanth-nagar-bangalore/order,
273,Al Zaitoon,https://www.zomato.com/bangalore/al-zaitoon-richmond-road-bangalore/order,
274,Midnight Rascals Pizza - MRP,https://www.zomato.com/bangalore/midnight-rascals-pizza-mrp-koramangala-2nd-block-bangalore/order,
275,Dil Punjabi By Dil Foods,https://www.zomato.com/bangalore/dil-punjabi-by-dil-foods-brigade-road-bangalore/order,
276,Midnight Eats,https://www.zomato.com/bangalore/midnight-eats-shivajinagar-bangalore/order,
277,Irani Standard Tea,https://www.zomato.com/bangalore/irani-standard-tea-indiranagar-bangalore/order,
278,Madras Meal Company,https://www.zomato.com/bangalore/madras-meal-company-seshadripuram-bangalore/order,
279,Rolling Fresh,https://www.zomato.com/bangalore/rolling-fresh-basavanagudi-bangalore/order,
280,Arun Icecreams,https://www.zomato.com/bangalore/arun-icecreams-jayanagar-bangalore/order,
281,Ultimate Parathas,https://www.zomato.com/bangalore/ultimate-parathas-btm-bangalore/order,
282,Tadka Singh,https://www.zomato.com/bangalore/tadka-singh-st-marks-road-bangalore/order,
283,Falhari - A Fruitful Habit,https://www.zomato.com/bangalore/falhari-a-fruitful-habit-hosur-road-bangalore/order,
284,Silver Spoon Kitchen,https://www.zomato.com/bangalore/silver-spoon-kitchen-koramangala-8th-block-bangalore/order,
285,Punjabi Dhaba,https://www.zomato.com/bangalore/punjabi-dhaba-indiranagar-bangalore/order,
286,Veg Daawat By Behrouz,https://www.zomato.com/bangalore/veg-daawat-by-behrouz-shanti-nagar-bangalore/order,
287,Go Zero - Guilt Free Ice Creams,https://www.zomato.com/bangalore/go-zero-guilt-free-ice-creams-koramangala-5th-block-bangalore/order,
288,Slurpy Shakes,https://www.zomato.com/bangalore/slurpy-shakes-vasanth-nagar-bangalore/order,
289,Chai Days,https://www.zomato.com/bangalore/chai-days-koramangala-5th-block-bangalore/order,
290,My Favorite Biryani,https://www.zomato.com/bangalore/my-favorite-biryani-jayanagar-bangalore/order,
291,Desi Thali,https://www.zomato.com/bangalore/desi-thali-koramangala-2nd-block-bangalore/order,
292,Namo Andhra - Pure Veg,https://www.zomato.com/bangalore/namo-andhra-pure-veg-seshadripuram-bangalore/order,
293,Hungry Bird,https://www.zomato.com/bangalore/hungry-bird-btm-bangalore/order,
294,Apsara Ice Creams,https://www.zomato.com/bangalore/apsara-ice-creams-koramangala-5th-block-bangalore/order,
295,The Pastry Zone,https://www.zomato.com/bangalore/the-pastry-zone-kalyan-nagar-bangalore/order,
296,Meal @79,https://www.zomato.com/bangalore/meal-@79-btm-bangalore/order,
297,Seoul Mate Korean Burger,https://www.zomato.com/bangalore/seoul-mate-korean-burger-koramangala-7th-block-bangalore/order,
298,Pizza Treat,https://www.zomato.com/bangalore/pizza-treat-mysore-road-bangalore/order,
299,NK Natti Style,https://www.zomato.com/bangalore/nk-natti-style-rt-nagar-bangalore/order,
300,Just Shawarma,https://www.zomato.com/bangalore/just-shawarma-basaveshwara-nagar-bangalore/order,
301,Big Mishra Pedha,https://www.zomato.com/bangalore/big-mishra-pedha-1-banashankari-bangalore/order,
302,Gochick By Imperio,https://www.zomato.com/bangalore/gochick-by-imperio-brigade-road-bangalore/order,
303,Milano Ice Cream,https://www.zomato.com/bangalore/milano-ice-cream-indiranagar/order,
304,Kottayam The Restaurant,https://www.zomato.com/bangalore/kottayam-the-restaurant-koramangala-5th-block-bangalore/order,
305,The Licious Kitchen,https://www.zomato.com/bangalore/the-licious-kitchen-koramangala-6th-block-bangalore/order,
306,Lazeez,https://www.zomato.com/bangalore/lazeez-koramangala-5th-block/order,
307,Puliyogare Palace,https://www.zomato.com/bangalore/puliyogare-palace-wilson-garden-bangalore/order,
308,1522 - The Pub,https://www.zomato.com/bangalore/1522-the-pub-residency-road-bangalore/order,
309,Biryani Leaf,https://www.zomato.com/bangalore/biryani-leaf-5-btm-bangalore/order,
310,Let's Celebrate,https://www.zomato.com/bangalore/lets-celebrate-koramangala-2nd-block-bangalore/order,
311,HRX by EatFit,https://www.zomato.com/bangalore/hrx-by-eatfit-rajajinagar-bangalore/order,
312,Cottenpet Donne Biriyani,https://www.zomato.com/bangalore/cottenpet-donne-biriyani-rajajinagar-bangalore/order,
313,Brownie Bites,https://www.zomato.com/bangalore/brownie-bites-rajajinagar-bangalore/order,
314,Brik Oven,https://www.zomato.com/bangalore/brik-oven-koramangala-5th-block-bangalore/order,
315,Cheesecakes By CakeZone,https://www.zomato.com/bangalore/cheesecakes-by-cakezone-hosur-road-bangalore/order,
316,Amontron,https://www.zomato.com/bangalore/amontron-btm/order,
317,Nirula's,https://www.zomato.com/bangalore/nirulas-1-indiranagar-bangalore/order,
318,New Kadai Family Restaurant,https://www.zomato.com/bangalore/new-kadai-family-restaurant-rt-nagar-bangalore/order,
319,Le Arabia,https://www.zomato.com/bangalore/le-arabia-koramangala-5th-block-bangalore/order,
320,Beijing Hut,https://www.zomato.com/bangalore/beijing-hut-rt-nagar-bangalore/order,
321,Al Zahra Hyderabadi Biryani @ 99,https://www.zomato.com/bangalore/al-zahra-hyderabadi-biryani-@-99-hebbal-bangalore/order,
322,Bentoz Pizza,https://www.zomato.com/bangalore/bentoz-pizza-koramangala-5th-block-bangalore/order,
323,Baba Ganoush Cafe,https://www.zomato.com/bangalore/baba-ganoush-cafe-frazer-town-bangalore/order,
324,Baker's Art,https://www.zomato.com/bangalore/bakers-art-1-hosur-road-bangalore/order,
325,Craving O Clock,https://www.zomato.com/bangalore/craving-o-clock-btm-bangalore/order,
326,Pabrai's Fresh And Naturelle Ice Cream,https://www.zomato.com/bangalore/pabrais-fresh-and-naturelle-ice-cream-koramangala-5th-block-bangalore/order,
327,Mumbai Vada Pav No 1,https://www.zomato.com/bangalore/mumbai-vada-pav-no-1-indiranagar-bangalore/order,
328,Punjabi Chulha,https://www.zomato.com/bangalore/punjabi-chulha-indiranagar-bangalore/order,
329,Cake Village,https://www.zomato.com/bangalore/cake-village-koramangala-2nd-block-bangalore/order,
330,Sandwichwalla's,https://www.zomato.com/bangalore/sandwichwallas-1-basavanagudi-bangalore/order,
331,Grill Shawarma Cafe,https://www.zomato.com/bangalore/grill-shawarma-cafe-btm-bangalore/order,
332,Edesia,https://www.zomato.com/bangalore/edesia-frazer-town-bangalore/order,
333,Deccan Biryani Limited,https://www.zomato.com/bangalore/deccan-biryani-limited-wilson-garden-bangalore/order,
